	ParticipantName	MediaName	MouseEvent	MouseX	MouseY	GazeX	GazeY	View	AOIMouse	AOIGaze
194	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1807.0	311.0	other		Other
195	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1799.0	330.0	other		Other
196	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1801.0	327.0	other		Other
197	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1752.0	424.0	other		Other
198	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1760.0	414.0	other		Other
199	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
200	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1760.0	426.0	other		Other
201	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
202	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1759.0	412.0	other		Other
203	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
204	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1773.0	433.0	other		Other
205	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
206	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1769.0	419.0	other		Other
207	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
208	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1778.0	425.0	other		Other
209	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
210	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
211	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
212	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1757.0	293.0	other		Other
213	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
214	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
215	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
216	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1762.0	306.0	other		Other
217	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
218	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
219	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
220	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
221	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
222	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1735.0	319.0	other		Other
223	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1765.0	335.0	other		Other
224	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1750.0	337.0	other		Other
225	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
226	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
227	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
228	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
229	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage						other		Other
230	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1871.0	317.0	other		Other
231	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1893.0	318.0	other		Other
232	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1879.0	310.0	other		Other
233	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1861.0	348.0	other		Other
234	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1828.0	344.0	other		Other
235	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1831.0	316.0	other		Other
236	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1842.0	360.0	other		Other
237	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1835.0	327.0	other		Other
238	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1927.0	363.0	other		Other
239	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1933.0	367.0	other		Other
240	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1946.0	415.0	other		Other
241	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1948.0	389.0	other		Other
242	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1969.0	396.0	other		Other
